Comment,Annotation,label,text_len
"Abe chamar log, tumhari aukat kya hai? Tum toh bas gaand ghiso! 😡",Hatespeech,0,13
Varun Nambiar you are the peoples who wants to continue casteism. Hindi speaking uppercaste denotes how much you are brain washed and hate among Hindu religion although we all know this is the dirty politics. which is necessary to use Hindu peoples as a vote bank .,Hatespeech,0,47
The term gounder is village guards. So what is so great.,Not Hatespeech,1,11
"Abe chamar log, tum logon ko toh sirf gaali dene ka haq hai, samajh aaya? 😠😡",Hatespeech,0,16
"In bhangi logon ko toh bas gandagi karni aati hai, aur kuch nahi. Desh ko barbaad kar rahe hain yeh log. 😠",Hatespeech,0,22
"Arre, baniya hamesha paisa banata hai, kabhi desh ke liye kuch nahi kiya. Matlabi log 😠👎",Hatespeech,0,16
"मैं एक धीवर जाति ओबीसी श्रेणी हिंदू था
 लेकिन,  12 वीं कक्षा में उच्च जाति के hinduo ने मेरे साथ बहुत भेदभाव किया जो मुझे बहुत आहत करता है, 
तब मैंने महसूस किया, कैसे हमारे अनुसूचित जाति और अनुसूचित जनजाति और ओबीसी जाति के भाई औरूर बेहेनो परिवार का सामना करना पडता है। 
इसलिए मैंने अपना धर्म बदलकर ISAI धर्म कर लिया अब मैं बहुत खुश हूँ। प्रभु ISHU। हमारे स्वामी हैं",Not Hatespeech,1,72
Juth bol rhi h ye ladki.. ulta aaj k time to cast k name pr reservation leke ye log talented general category walo ki nokri chhin rhe h. Jai bhim bolne walo bhim sirf apni cast k liye lda. Agar vo itna hi pidit tha to usne videsh se pdhai kaise kr li.. us swidhan likhne wali committee ka adhyaksh kisne bnaya... Bhim sirf apni jaat k liye lda or bhagat singh desh k liye shahid hua.  Jai hind,Not Hatespeech,1,79
Behen je lodo bhagwan ki puja rok rhe ho rakshaso ki aulad ho tum,Hatespeech,0,14
I said he never told if he was chamar but just that his teacher called him chamar.,Not Hatespeech,1,17
"Dekh bhai, Chamar log toh bas reservation ka fayda uthate hain, nothing else. Unki koi aukat nahi hai. 🙄",Hatespeech,0,19
"Upper caste walon ki toh life set hai, but in bhangi logon ki toh koi sunta hi nahi. Poor things. 🙄",Hatespeech,0,21
"In chamar logo ko koi izzat nahi deta, pata nahi kyu itna attitude dikhate hai 🤔",Hatespeech,0,16
Yeh bhangi kabhi sudhrenge nahi. 😡 Reservation leke bhi kuch nahi kar paate. 🤦‍♀️ Inko toh bas gali dene ka kaam hai.,Hatespeech,0,22
ewho told u this shit,Not Hatespeech,1,5
Sc/st walo ki chori ki choot public ki,Hatespeech,0,8
दबंगों ने रोकी ठाकुरों की रैली😂😂😂😂,Not Hatespeech,1,6
"Upper caste wale toh bas brahman ko hi vote denge. Kya karein, yeh toh inki fitrat hai. 🙄",Hatespeech,0,18
"True we should ask for a separate country , not need of any hindu leaders",Not Hatespeech,1,15
Real cast kya chamari hogi Tu,Hatespeech,0,6
"IF i went to india, and someone asked me my ""caste"" I would laugh in their face. Call them a simpletom moron for believing in fairy-tales. Why don't you do the same when someone asks you your ""caste"".",Not Hatespeech,1,38
"Yeh dom log, inki toh bas yahi aukaat hai ki dusron ke peeche pade raho. Kuch kaam-dhandha toh karte",Hatespeech,0,19
In brahmin logon ko toh bas mandir mein pooja karni aati hai. Aur koi skill nahi hai. Upar se attitude dekho 😒,Hatespeech,0,22
Yogi ji kha h namaste Thakur ki Sarkar,Not Hatespeech,1,8
"जिनका खेत दलितों की बस्तियों के पास हैं, उनसे पूछो कि दलित कितने सताये हुए हैं।",Not Hatespeech,1,16
"​ yes we have but u impose this dalit tag than burn all your discriminatory granth and do marriages in lower caste just next 20 to 30 years .
I assure u no dalit remains no Reservation needed. 

Just do this . Ending the Reservation is in your Hand .",Not Hatespeech,1,50
wo aap khud se choose karty ho by born nai hota,Not Hatespeech,1,11
"आप कुछ चेंज नही कर सकते । उससे अच्छा आप बुध्दिझम अपनाओ , चलो बुध्द की ओर",Not Hatespeech,1,17
You people have to form a group and get ready to kill those who call you Dalit and watch how fear will fix everything.,Hatespeech,0,24
"yesankar bete hamesha or har jageh nahin hua ye sb , tm log bs nafrat failao",Not Hatespeech,1,16
sab aise nahi hote kuchi gine chune log hote ye unki mansikta he...hame acha or sacha bane rahena he..😊..bhai..,Not Hatespeech,1,19
Jitni shradha aapko Shri Ram mein hai utani shradha daliton ko Babasaheb mein hai,Not Hatespeech,1,14
"In bhangi logon ko toh koi izzat hi nahi deta, aur inko chahiye equality? LOL! 🤣",Hatespeech,0,16
Jaise karm karoge waisi izzat hogi jati se koi fark nhi padta koi pandit gai katl karenge to unhe bhi tiraskar hi milega,Not Hatespeech,1,23
Nice joke 🤣😂,Not Hatespeech,1,3
BBC is so much anti India,Not Hatespeech,1,6
समानता कहां है हिन्दुओं में दलितों को हमेशा घृणित दृष्टि से देखा जाता है अत्याचार किए जाते हैं तो समानता कहां है।,Hatespeech,0,22
PDA एकता जिंदाबाद जय भीम,Not Hatespeech,1,5
"Buddhism ☸️☝️✅ 
Hindu is not a religion, and it is not for the dalits in India",Not Hatespeech,1,16
"Come to my state and repeat it, sc st people will show what is the real meaning of wrath.",Not Hatespeech,1,19
Main hindu dalit hoo Lekin gai ki chamri nahi utar na chahiye😢,Not Hatespeech,1,12
Jaise ko taisa,Not Hatespeech,1,3
Yeh brahmin log khud ko superior samajhte hain. Unko lagta hai ki wohi,Hatespeech,0,13
You want better you can choose Christianity also lady,Not Hatespeech,1,9
Hinduism is the dumbest religion ever become Atheist (नास्तिक) better than ever,Hatespeech,0,12
I respect the principles of Bheem Army...Jai Bheem,Not Hatespeech,1,8
"Abe chamar log, tumhari aukaat kya hai? 😠 Tum log toh sirf gaali dene ke layak ho.",Hatespeech,0,17
S  chup be mowgli,Hatespeech,0,4
Good job bbc .sachai dikha rho aaj ki .. very good,Not Hatespeech,1,11
"Shut up...
If you facing any difficulties with any laws and regulations then openly come out in front of everyone and if you found innocent then we will also help you..but StOp ⛔🙅 Rubbishness",Not Hatespeech,1,34
"Yeah, in 💯chamar log, apne aap ko bada dikhate hain, lekin asliyat mein toh... 🙄",Hatespeech,0,15
"Hum chamar itne besharam hai ki thakuro ka surname use krtey hai, isse humari aukat pta chl jaati hai",Hatespeech,0,19
यादव दासी पुत्र तुगलक पुत्र मुगल पुत्र यादमुल्ला अहिर बुद्धि,Hatespeech,0,10
"In dalit ko koi izzat nahi deta, aur ye log humare saath competition karte hai. Seriously? 🤦‍♀️",Hatespeech,0,17
Bahujan Ekta jindabad🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺,Not Hatespeech,1,3
Kya brahmin log kabhi sudhrenge? Hamesha apni superiority dikhate hain. 😤,Hatespeech,0,11
"Dekh bhai, ye brahmin kabhi sudhar nahi sakte. Inka toh dimaag hi kharab hai. 😠Arre yaar, in saare chamar logon ko na koi izzat hai na samajh. 😒",Hatespeech,0,28
​ depends upon. The state even Mamta Banerjee supported the muslim sk yes bangal is secular state so the dalit is bangal have not such problems but states like up Bihar rajashthan have a same mentality  of cast system even jaat rajput their are dominated even in Punjab,Not Hatespeech,1,48
If you dont know it doesn't mean others dont know.,Not Hatespeech,1,10
Sc st ka miss use ho raha hai,Not Hatespeech,1,8
Ambedkar jayanti to manegi,Not Hatespeech,1,4
Upper caste walon ko gaali dene ka koi chance nahi chodte yeh dom log! 🤬,Hatespeech,0,15
Dalit Hindu lion hota hai,Not Hatespeech,1,5
Gine chune logo me se h jo hindu se jude hue fuck bbc,Hatespeech,0,13
"Yeh bhangi log kabhi sudhar nahi sakte, inke toh bas gandi harkatein hain. 🤮",Hatespeech,0,14
नंदकिशोर रेगर पुराने जमाने का अंधभक्त है ऐसे अंधभक्त समाज के लिए भी घातक होते हैं,Not Hatespeech,1,16
"Dekh, dom kabhi sudhar nahi sakte. Ye toh sirf gandagi failate hain. 🤮",Hatespeech,0,13
Dalito ne साहस दिखाया ❤,Not Hatespeech,1,5
Hamare desh main dalit hi sabse jada maze main hai sirf 10 % ase hai jo parashani main hai,Not Hatespeech,1,19
"ho sakta hai , lekin ye act ka दुरुपयोग ज्यादा होता है यह highcourt, supreme court se lekar law commission ki report kai baar kah chuki hai.",Not Hatespeech,1,27
"dalito ko turant hindu dharm chor dena chahiye, hindu dharm ne dalito ke saath sirf bhed bhav kiya hai",Hatespeech,0,19
"Dekho, dalit aur dom ke bachche, apni aukaat mein raho. Tum log kabhi humare barabar nahi aa sakte 😡",Hatespeech,0,19
Kya tumne kabhi ved upanishad ya prashant acharya ko suna nahi na agar tum kabhi janne ki koshish ki hoti tab tumhe pata hota mai tumse request karti hu ek bar upanishad ganga jo ki youtube par available hai use samajhne ki koshish karne tume asli dharm pta chalega😊😊,Not Hatespeech,1,49
"Dekha, dalit kabhi sudhar nahi sakte, unki soch toh wohi purani hi hai, gaav ki gandagi.",Hatespeech,0,16
"In chamar logon ko koi izzat nahi deni chahiye, they are all just low-life losers 😡😡",Hatespeech,0,16
"Kya fayda yaar, kitna bhi try karlo, ye dalit log toh kabhi bhi humare bar",Hatespeech,0,15
Sab ka barabar hak hai,Not Hatespeech,1,5
ब्राह्मण धर्म का करदो नाश जय भीम जय संविधान,Hatespeech,0,9
mere bacche ka future barbaad ho jayega sc st act se aur Aisa hone ke baad mere paas act lagane walo ko jnda jalane ke alawa koi option nhi bachega,Hatespeech,0,30
"In Bhangi logon ko koi izzat nahi deni chahiye, inki toh aukaat hi nahi hai. 😠",Hatespeech,0,16
What does Chamar Ho kya mean?,Not Hatespeech,1,6
गेस्ट हाउस कांड की भी पारसी मनाया करो जिहादियों के पैसे से और कामचोर नेताओं के अय्याशी के कारण हर जगह जाती उन्माद फैला हुआ,Hatespeech,0,25
Sarkar badlo nhi to inke hausale badhte rahenge,Not Hatespeech,1,8
"Yeh brahmin dikhawe ke liye hai, inki asliyat toh dalit se bhi battar hai. 🤮",Hatespeech,0,15
सबसे बड़ा धर्म मानव धर्म जय आदिवासी जय जोहार,Not Hatespeech,1,9
Tit for tat....,Not Hatespeech,1,3
यह बहुत अच्छा कर ऐसा ही होना चाहिए,Not Hatespeech,1,8
"Arre yaar, ye dom log na, kabhi sudhrenge hi nahi. Ghatiya harkatein karte hain hamesha",Hatespeech,0,15
Maja agya jatavo jese ko tesa 😂,Not Hatespeech,1,7
​ everybody discriminates against scs and sts.,Not Hatespeech,1,7
"Yeh bhangi kabhi sudhar nahi sakte. Always creating problems, always complaining. Itna reservation milta hai phir bhi... 😠",Hatespeech,0,18
Rajput ❌ mughloki najayaz aaulad 😅,Hatespeech,0,6
"😂😂 Maharandi Khud Losers Tha 😂 Run Rana Run Jai Jodha Akbar 😂😂😂
Akbar 💪🏻🔪🔥",Hatespeech,0,15
हिन्दूस्तान  मे ये हर जगह होता है।,Not Hatespeech,1,7
Iam a dalit and i never faced such a thing in my life living in a small town. Iam shocked that this has happened to you in delhi.,Not Hatespeech,1,28
Abe tum jaise st sc ke wajah se deserving candidate unable ho jate hai for getting opportunity..... Yeh tumhari galti nhi hai yeh bhim tumhare hero ki galti hai..... Reservation dikhake hi tum sale job lete ho woh toh accha hai ki highest paying private job mai cast dekha nhi jata isliye general wale hi jyada hote hai.... Ab dikhao tujhe skill.... Isliye tumlog jitne bhi bade ho jao fir bhi hamare liye chote hi rahoge..... Note my point 📍,Hatespeech,0,80
Lene khane jugad bana liya  hai,Not Hatespeech,1,6
jal teri rahi hai.... power ka mis use to tumse sikhe har caste me aache bure insaan hai....murk...jada taklif hai to video bne unki...fir krwa....nahi krwa sakta to g.....mara,Hatespeech,0,29
Shi bola Mai bhi nhi karta,Not Hatespeech,1,6
"Yeh bhangi log toh sirf safai ka kaam karte hain, aur kuch nahi kar sakte. 🤮",Hatespeech,0,16
RSS has lurred all the people going to the park for exercise/yoga and captured the park by putting the Flag of RSS and dhwaj pranam and prayers made compulsory .,Not Hatespeech,1,30
💯 sahi baath...,Not Hatespeech,1,3
"Felt really sorry —- no discrimination based on religion , color , status , caste",Not Hatespeech,1,15
मुस्लिम धर्म में आजाओं शुद्ध खून होना है तो 😎,Not Hatespeech,1,10
दिमाग कम रहता sc st के पास ।।और बोलेंगे हमें बरबरी का दर्जा मिल जाये🙄🤔🤔🤔 ये possible nahi हैं।।पहले दिमाग से बनें तेज़,Hatespeech,0,23
"Dekho bhai, ye bhangi log toh sirf gandagi failate hain, aur kuch nahi! 🤮🤮",Hatespeech,0,14
Matlab kuch bhi,Not Hatespeech,1,3
"सबकी आस्था का सम्मान होना चाहिए अगर कोई बाबा साहब अंबेडकर की जयंती की यात्रा निकालना चाहते हैं तो उनकी भी आस्था है, जैसे को तैसा ही होगा, देश सभी के लिए समान है,",Not Hatespeech,1,34
Hindu jaldi dekho,Not Hatespeech,1,3
But ahnediya and rohingya muslims are slaughtered 😂,Hatespeech,0,8
"हमारे ये भाई हिन्दू थे, हिन्दू हैं और हिन्दू रहेंगे। प्रोपोगेंडा का सूत्रधार बी बी सी कुछ चुने हुए तथ्यों को ऐसे समय प्रस्तुत कर रहा है जब देश में चुनाव का माहौल बन रहा है और ऐसे प्रस्तुत कर रहा है कि हिन्दू समाज विभाजित है।  बी बी सी इस तरह से भारत के चुनाव को प्रभावित करने का प्रयास कर रहा है। इस पर तुरंत प्रभाव से प्रतिबंध लगना चाहिए।",Not Hatespeech,1,72
"Dekho bhai, dalit log toh hamesha sympathy lete rehte hai. Koi respect nahi karta inki. 😠",Hatespeech,0,16
BBC you really know how to manipulate viewers and spread hate in Indian society.,Not Hatespeech,1,14
"The word should be eliminated and not native, tempIes are free, however coIoniaI school facilities all use it to seperate.",Not Hatespeech,1,20
Bhai app Musalman banjao. Aik Allah ki ibadat karo. Muslims mein discrimination nahi hota. Sub aik raw mein namaz phartey hain. Islam lao aur zindagi suljhao. Hum apke sath khare hongey. Hum bhi Bihar se Pakistan gaye they,Not Hatespeech,1,38
Bash manav nahi banana baki shabkush bananahe,Hatespeech,0,7
Bbc wale kewal ek paksh ki bahut hi tarkik tarike se video banate hain,Not Hatespeech,1,14
"Bhai mere (sc) sath aisa kabhi nhi hua,jab jab maine caste khul kar batai .. tab tab log acche dost bane,par jab nhk batai tab khud ko hi bura laga",Not Hatespeech,1,30
"Yeh bhangi kabhi nahi badlenge. Inka toh bas yahi kaam hai, gandagi failao! 🤮",Hatespeech,0,14
"Aba chutia
Its good forever country if we don't find what type of problem in our country.
How we will solve it .
Or Pakistan ma apni gand marana ja
F*@# Pakistan 😊😊😊😊😊😊",Hatespeech,0,33
​ kya sbse jyada sc st act obc k upar lagta h,Not Hatespeech,1,12
"Dekho bhai, dalit log toh hamesha sympathy lete hain, kabhi aage badhne ka naam hi nahi lete 🙄",Hatespeech,0,18
BBC mein to khud castism hai.,Not Hatespeech,1,6
Dr baba sahab ओ हीरा है जिसके वजह से आज निया मिल रहा वरना कुछ ना समझ लोग जाने भी नहीं देते  डॉ बाबा साहब को सब पता था इसी लिए भारत की इतना अच्छा  संविधान बनाया कि हर कोई के लिए निया होगा आज हो तो रहा लेकिन कुछ लोग के पेट में दर्द होता है डॉ बाबा साहब की नाम से,Not Hatespeech,1,63
Musalamaano ko sabse ziyada nuksan kiya hai,Not Hatespeech,1,7
"दलित तो बाद है यार, उच्च शिक्षा को जब तक इस समाज में प्राथमिकता नही दी जाएगी तब तक ऐसा ही स्थिति रहेगी, इंजीनियर और डॉक्टर बनने की प्रतिस्पर्धा इच्छाशक्ति पैदा करना पड़ेगा नि लोगो में🙏🙏🙏🙏🙏🙏🙏🙏🙏",Not Hatespeech,1,36
Loge bewkoof hain or rahenge jaat or dharm ke chakkar m,Not Hatespeech,1,11
In bhangi logon ko koi izzat nahi deta. Sabko pata hai inki asli aukaat kya hai. 😠,Hatespeech,0,17
😂. Then when emergency no bloods group are going to be discriminative by CASTE ?????? 😊.,Not Hatespeech,1,16
"Yeh bhangi log toh bas safai karney ke liye bane hain, inka aur koi kaam nahi hai. 🤮",Hatespeech,0,18
"Arre yaar, ye chamar log toh bas reservation ka fayda uthate hain. 🙄",Hatespeech,0,13
"Jai bhim
Jai bharat 
Jai samrat 
Namo buddhaye 
☸️🏳️‍🌈🛞⚜️⚕️💙

Dalit mandir jaana band karein
Bhramin ab apna muh khole
Mulle kripya dur rahen",Hatespeech,0,23
Kawad Yatra me sab se jyada dalit hote he or yakin Mano dhrm ki khujli sab se jyada Jo gareeb hote he unko Hoti he😂😂😂😂,Hatespeech,0,25
"Dekho, yeh brahmin hamesha khud ko superior samajhte hain, jaise inhone hi desh chalaya ho. 😒",Hatespeech,0,16
"बेवकुफो,,, क्यों लड़ रहे आपस में कांग्रेस ने भी मुसलमान,,,सरोज खान को दामाद स्वैकारा,,,,अब बीजेपी के दामाद बहु का भरमार,,,,पढ़ो लिखो आगे बढ़ो,,,,बीजेपी मनू वादी आदिवासियो के दुश्मन,,,,,कब अकल आयेगा तुम्हे",Hatespeech,0,31
ye dalit log ro ro ke reservation mangte hain... Stop begging and start doing hardwork,Hatespeech,0,15
Galti nahi karoge to sc st kyo lagta,Not Hatespeech,1,8
"Education is necessary for shedule cast
 Tb smjhege reality",Not Hatespeech,1,9
"Dekho, yeh dom community kitna ganda hai. Saare gandagi mein hi rehte hain.🤮",Hatespeech,0,13
"ये देश किसी के बाप का नहीं मूल निवासियों  का हे,,। विदेशी यहां से चुप चाप चले जाए या अपना कुछ और बंदोबस्त कर ले",Hatespeech,0,25
"Kya hai yaar, dom aur dusadh toh hamesha gareeb hi rahenge. Koi progress nahi kar sakta. 😠",Hatespeech,0,17
Daliton ko hindu bana ke bas unka sosad karna yahi to hajaro saalo se ye log karte rahen hai .,Hatespeech,0,20
"Arre yaar, ye chamar log na, inki soch hi neechi hai. Always playing the victim card. 🙄",Hatespeech,0,17
"Sahi hua hai.
Ambedkar julus nikalne ke liye permision lekin sanatan julus nikalne ke liye no permision.
Ye to sanatan dharm ki gundaie hai.",Hatespeech,0,24
chutye tu mat badal zaathu.......laund ke toppe,Hatespeech,0,7
"If u burn your sanatan with your janeu and marriage in lower caste u will find next 20 to 30 years no upper  caste no lower caste remains .
No Hindu just Indian
NO upper/lower just human
No discrimination just equality",Not Hatespeech,1,41
Sucide हल नहीं है अगर जिंदगी ख़राब हो गयी है तो उसे ख़राब करके ही घर बार छोड़ना चाहिए बात समझ me आयी 😂,Not Hatespeech,1,24
"Abe chamar log, tumhari toh aukat hi nahi hai humare barabar hone ki. 😠 Yeh reservation band karo!",Hatespeech,0,18
"Dekha hai kabhi dhobi ko IIT mein? Inko toh bas kapde dhona aata hai, aur kuch nahi. 😂",Hatespeech,0,18
Yeh dom log toh hamesha gandi harkatein karte hain. Koi izzat nahi hai inki. 😠,Hatespeech,0,15
जो दलित धर्म की बात करे मंदिर की बात करे पहले उसे चप्पल से मारो,Hatespeech,0,15
Yes I am with you my dear dalits people.I am brahmin but I did not believe in caste system.I know only one thing humanity for all casts and abolished permanently caste discrimination.I fully support you.,Not Hatespeech,1,35
"Dekh bhai, Dalit log kabhi sudhar hi nahi sakte. Their mentality is just... ugh. 😠",Hatespeech,0,15
All these are happening because of Brahman mindset of government.... We really need to look this matter seriously,Not Hatespeech,1,18
"Abe, ye chamar log toh bas reservation ka faida uthate hain. Koi kaam toh karte nahi. 😠",Hatespeech,0,17
"In bhangi logon ko toh reservation mil gaya, ab toh bas aish karenge. Koi kaam toh karte nahi hai, bas dusron ki burai karte hain. 😠",Hatespeech,0,26
"Kya bhangi log hai, hamesha gandagi failate hain. Ew 🤮",Hatespeech,0,10
So it is recommandable to avoid hanging out with your work friends becz they are not your they are your colleagues and colleague is never a friend. Do your work and get back home dont hang out with them. The more you hang out the more they will try to get who you are.,Not Hatespeech,1,54
"Dekho, ye dom toh hamesha reservation ki baat karte hain. Kuch kaam-dhandha toh hai nahi, bas free ka khana chahiye. 😡",Hatespeech,0,21
Ye dekh le apni harkat pahle,Not Hatespeech,1,6
"sale it cell vale Tu yha bhi aa gaya 
Bhi ya it cell ha iski bat mat suno
Modern science
Or
Hindu ved 
ma jatiwad nhi ha
Kuch loge apne fayda ka liya ya sab ketta ha",Not Hatespeech,1,37
"Whats the problem if she is SCor ST ,, I don't know about other people but we Muslims always stand with hindu minorities ,,, we ate Thier home we Rome togethernes???",Not Hatespeech,1,31
BBC  bat rha he,Not Hatespeech,1,4
Also in mosque,Not Hatespeech,1,3
I totally agree with you.,Not Hatespeech,1,5
बुद्ध से बुद्धि मिली है,Not Hatespeech,1,5
Tum e khtm hojaoge bs hindu e bchega 🚩🚩🚩😂😂😂😂,Hatespeech,0,9
Sale ek to Singh laga kar Thakur banna chaite ho or Thakuro se itni nafrat bhe kar te ho salo,Hatespeech,0,20
​ tu batayega,Not Hatespeech,1,3
ye Nanad kishore jaise pagal or C type ke logo ke karan bahujan samajh sadiyo se piche h. mansik gulami ko samjh hi nhi pate,Hatespeech,0,25
Tu congres hia paka,Not Hatespeech,1,4
Sunni Shia ki ladai pta hai ahmadi muslmaan ko kyo marte ho,Not Hatespeech,1,12
बीबीसी कश्मीर के  दलितों के  उपर  कुछ  नहीं  दिखाएगा,Not Hatespeech,1,9
"Abe chamar log, tum logon ko toh sirf jhaadu lagane aata hai. 😡 Koi izzat nahi hai tumhari.",Hatespeech,0,18
शुद्रो भगवान है बाबा साहेब हमारा ग्रंथ संविधान   जय भीम 🙏,Not Hatespeech,1,11
​​ sita or rabad😅😅,Not Hatespeech,1,4
Job koi hindu hone pe milti hai  dimag thik hai,Not Hatespeech,1,10
Yeh bhangi toh bas safai karne ke liye bane hai. Inka toh koi future hi nahi hai.🤮,Hatespeech,0,17
"In chamar logon ko koi izzat nahi deni chahiye, bc! 😡 They're just trying to leech off of us.",Hatespeech,0,19
"In bhangi logon ki toh aadat hai, har cheez mein reservation chahiye. Koi sharam nahi hai. 🙄",Hatespeech,0,17
Yahi log tumhare dhram dhote hai aur dangi yahi log rehta hai tere jaise log tj sirf bakvas kar sakte hai ki jaise rss unko murkh banti hai aur nashe to archery Prashant jaise log karte hai Gunda criminal Yogi jaise log bhi hai tum jaise gir hua log kaise support karte ho unko be,Hatespeech,0,55
"In brahmin ko dekho, kitna attitude hai, jaise sab kuch inhi ka hai. Desh ko barbaad kar rahe hai. 😠",Hatespeech,0,20
Shame... Caste system,Not Hatespeech,1,3
Hats off bbc for truth story we watch,Not Hatespeech,1,8
Chalo kardo par muslim ka sath mat dena kyoki enki history utha ka dekna,Not Hatespeech,1,14
Jay bhim Namo buddhay 🌹,Not Hatespeech,1,5
अबे तू झूठा है❤,Not Hatespeech,1,4
"mai already Govt job mai hu, mere mai dum hai",Not Hatespeech,1,10
"In bhangi logo ko koi kaam dhanda nahi hai, bas reservation ke naam pe drama karte hai! 😠😠😠",Hatespeech,0,18
But why u wrote thakur surname,Not Hatespeech,1,6
"Upper caste waale toh bas chuhra logon ko neecha dikhane mein lage rehte hain, sala!",Hatespeech,0,15
EWS वाले सम्मान नहीं करते 😢 बाबा साहब का,Not Hatespeech,1,9
Tum muslim bhi yahi karte ho jake kuch news pad liya karo bahut se muslim hindu dalit ko Target karte hai tum hindu muslim ek thalli ki chatte batte ho  ja. Tumko use karna hai dalit ko bheem army aur jab vo hindu ho to unpe attack,Hatespeech,0,47
hindu Science padke moon me hai aur muslim toilet cleaner hai 😂,Hatespeech,0,12
You need to know our history,Not Hatespeech,1,6
Why this is happening with us 😭😭😭😭😭😭,Not Hatespeech,1,7
Jai bhim Jai svidhan,Not Hatespeech,1,4
30 wo sabko pata hai itihas kiski amma bahu beti mughalo ki bistar garam karti aur God jhula jhulti thi ?🤫🤫😊,Hatespeech,0,21
"Self respect ❤❤❤❤😊😊
The great Dalit 😊❤😊😊❤",Not Hatespeech,1,7
Ajadi k pahle dalit angrejo k gulam the or ajadi k bad dalit brahmado k gulam h or ye sb gaandhi ki vajh se hi hua h vo adhunik manu h hm sb ko /dalito ko manuvad k janjir m fir se bandh kr chala gya,Hatespeech,0,46
जय भीम    जय बिहार    जय भारत,Not Hatespeech,1,6
O pagal uncle aunty jin  baba saheb ke bare me aap galat bol rahe ho unke hi vajah se aap insan bankar ji rahe ho,Not Hatespeech,1,25
​ kha muglo ne iski ammi ko paela tab Jake ye mugaput nikla😂😂😂😂,Hatespeech,0,13
"Yeh bhangi log, cleanliness ka matlab hi nahi jaante, gandagi failate hain 🤮",Hatespeech,0,13
शोभायात्रा निकालने नहीं देते हैं !,Not Hatespeech,1,6
"Upper caste walon ko toh bas gaali dene ka mauka chahiye. Dhed kahin ke, tumhari aukat kya hai? 😡",Hatespeech,0,19
So there is nothing happening like this in period of rule of congress,Not Hatespeech,1,13
Nand kishore ji ko brahmanavaad ke gahraiyon ko samajh nahin paye hain.,Not Hatespeech,1,12
"आपने सही कहा कि दूसरों से भेद करना  लोगों की कमज़ोरी है।
मैं,आपको अपना एक अनुभव बताना चाहता हूँ।
मैं विगत समय में रक्षा विभाग में एक असेनिक कर्मचारी रहा हूँ।पैसों की कमी से मैं अपना घर जो सरकार की ओर से एलॉट हुआ था का एक कमरा एक अन्य फ़ौजी भाई को भाड़े पर दे रख्खा था।
मैं जाति से मैथिल ब्राह्मण और वह दलित जाति से था।वह फ़ौजी बनारस का रहने बाला था और माँस मछली नहीं खाता था।वह दलित में भी निम्न जाति से था यह जानते हुए भी मैं उसके बनाये भोजन को खा लेता था।
मिथिला के अधिकांश ब्राह्मण माँस मछली खाते हैं जैसे ही उसे पता चला वह मुझ से भेद भाव करने लगा और अंतत: घर बदल लिया।
अब आप बताओ कि उसका व्यवहार सही था।
क्या करोगे ऐसे लोगों का ?",Not Hatespeech,1,139
Mar jana par astrocity act nahi laga lena gand me danda dal dete hai police wale,Hatespeech,0,16
Tum  log  sabse bade   updrvi   ho   kanwar  yatra kalas  yatra  pata  nahi  kya  kya  yatra  nikalte   ho      hamari  ek   baba  sahab   ki  jayanti    bhi  tum   jatiwadiyo   ko   nahi   bhati,Hatespeech,0,29
Hindu never give justice to dalit,Hatespeech,0,6
जो रोकेगा उसको रोका जाएगा,Not Hatespeech,1,5
Yes I fully agree with you ...if you join any religion in the world you might face discrimination from other people from that religion BUT there is difference between discriminatory from individuals & religiously ordained discriminatory. A religion that discriminates among human beings by caste is not a good religion & can not be a true religion & should be abandoned immediatly.,Not Hatespeech,1,62
"Dekh bhai, dalit aur baniya ek saath kaise reh sakte hain? They are always trying to be better than us. They'll",Hatespeech,0,21
"Reality check.. even if you have done your schooling, college,job from a private set up..still you are being tagged with reservation and bullied...",Not Hatespeech,1,23
"BBC ko koi haq nahi hai Hindu k matter me bolne ka. Hum sab Hindu same hai. 
BBC jaan k Desh me aag lagane ka kaam raha hai.",Hatespeech,0,28
Nand  kishor   Raigar  kiss or  ki  Bhasha   bol rha hai  ya   Bulwaya  ja rha  hai.,Not Hatespeech,1,15
"certificate ki kya jarurat hai tumhe
Hum to khus hai
Tumhare jaiso ke hindu nahi hone se kya loss hai desh ka",Hatespeech,0,22
I hate Dalits due to their work and occupations they did it from ancient to modern Times,Hatespeech,0,17
Mai bhi false case me fas chuka hu mam ...... ye kala kaanon hai,Not Hatespeech,1,14
हर भाजपा और आरएसएस से जुड़ा दलित मूर्ख है और अपनी ही डाल काट रहा है।,Hatespeech,0,16
​ bhai adress city batao saloo ko mar ke bhaunga jaldi batao bhai,Hatespeech,0,13
congres ka agenda chalane k liye BBC kya kya kar rah h,Not Hatespeech,1,12
I like bheem army,Not Hatespeech,1,4
"main bhi general and maine jaatiwad dekha hai. Reservation ka excuse deke. Waise SC se jyada mujhe OBC reservation se gussa hai. Inko kyu mili? lekin jaatiwad ke karan OBC se koi kuch nahi bolta, SC ko bolte hai!",Not Hatespeech,1,39
